C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,weekday,month,trend,MEAN_TMP,MIN_TMP,MAX_TMP
7.2,7.36,6.26,6.22,4.02,4.3,3.82,4.66,4.24,6.16,5.92,4.54,4.42,4.02,3.7,3.7,4.6,4.14,10.58,4.34,4.08,4.2,4.16,4.24,4.66,8.42,20.34,18.22,16.4,26.6,21.88,13.94,21.5,45.78,29.46,45.16,70.12,72.4,53.98,57.94,57.2,60.46,71.26,58.76,48.3,58.8,49.84,47.58,46.3,28.2,25.12,37.86,25.28,28.46,35.7,11.28,11.08,21.4,16.92,48.26,56.02,50.66,54.86,57.7,57.54,69.68,63.7,66.32,63.44,56.16,40.3,38.58,34.08,38.26,36.52,27.54,23.8,29.38,28.9,24.92,23.94,28.7,25.48,30.4,28.08,23.26,22.34,21.26,23.8,34.34,30.02,20.5,19.34,12.48,9.48,9.62,2,12,94,18.4,13.7,23.2
8.56,7.66,6.84,7.66,3.88,4.4,6.3,6.94,4.48,4.46,4.02,4.16,4.14,3.92,4.18,4.24,4.7,4.08,4.4,5.18,4.84,4.28,5.44,3.86,4.58,4.3,7.76,12.52,22.84,20.32,27.5,20.6,50.52,38.14,21.88,66.34,63.58,60.46,48.54,52.1,52.02,57.98,52.9,53.66,43.6,57.58,52.08,56.28,47.66,22.2,25.18,24.98,27.5,37.4,12.44,30.86,25.22,26.14,15.08,38.38,48.54,40.62,48.08,49.08,65.06,79.62,73.36,60.48,62.04,56.5,27.42,43.84,44.78,35.68,30.62,27.16,30.1,30.54,27.44,31.02,24.68,24.56,25.72,24.66,24.96,24.08,23.26,23.28,26.58,16.26,18.84,13.64,14.28,9.9,11.72,7.68,3,12,95,18.2,14.6,22.6
11.46,8.4,7.7,4.14,4.12,4.48,4.44,4.06,4.28,3.84,4.84,4.06,4.68,4.2,3.84,3.96,10.62,4.28,4.32,5.06,7.92,3.96,4.2,3.74,4.18,5.34,16.04,12.52,23.96,25.74,19.66,28.4,38.86,43.78,47.24,72.92,55.82,57.0,65.3,77.16,82.72,47.18,48.84,44.24,51.22,52.96,48.44,48.1,41.16,27.62,17.06,16.28,38.94,28.68,22.96,22.14,24.6,13.32,25.72,41.64,48.2,40.9,38.46,41.24,55.1,50.74,45.82,58.6,53.86,34.26,26.18,36.88,18.76,22.9,26.04,22.26,20.9,15.96,17.76,13.18,13.14,14.86,13.6,13.4,12.64,12.96,14.74,17.16,17.06,9.92,9.68,11.54,16.42,17.1,9.82,8.74,4,12,96,18.1,15.1,21.8
10.14,7.72,8.44,6.52,6.72,6.18,3.8,3.86,4.16,4.56,4.04,3.58,5.28,4.48,4.62,3.68,4.1,5.98,6.12,3.82,6.26,5.9,3.68,4.22,4.36,3.6,3.6,4.62,5.84,3.94,3.6,4.42,8.74,8.4,5.98,8.54,9.94,10.52,9.42,5.96,7.02,7.48,5.46,7.62,8.44,7.32,6.02,6.96,7.24,4.56,6.26,6.22,4.58,6.6,6.76,3.9,4.56,4.34,5.68,3.64,4.46,4.88,6.34,5.14,5.24,5.5,8.86,7.84,6.86,10.34,12.44,13.64,16.12,16.78,19.56,16.66,16.92,16.12,15.32,15.8,13.86,11.8,14.94,15.86,16.88,17.86,14.98,14.46,13.54,14.46,12.24,13.4,10.42,13.22,13.8,14.86,5,12,97,18.8,15.3,23.3
9.44,7.54,7.32,6.98,6.5,6.22,5.34,4.1,4.22,3.86,3.88,4.3,4.36,4.56,7.2,3.94,4.64,4.24,3.96,6.62,6.18,6.82,7.26,3.88,4.9,4.26,4.06,5.42,4.06,4.3,5.54,5.66,4.74,5.0,4.9,6.64,7.3,8.66,10.76,12.3,9.4,6.44,5.0,4.98,5.76,5.4,7.7,6.58,10.24,7.98,5.46,6.28,8.2,8.3,7.8,7.44,6.26,5.94,7.8,7.52,5.22,4.96,4.94,5.04,4.92,5.54,4.8,8.88,7.5,7.98,9.48,15.46,13.64,13.2,15.7,13.02,14.0,18.74,17.18,17.42,17.86,18.62,17.72,20.98,23.5,19.06,19.12,15.72,19.48,19.94,16.1,15.46,16.9,12.64,15.18,11.44,6,12,98,19.3,15.9,23.5
10.16,10.3,10.06,8.08,6.24,5.88,4.42,4.96,10.44,7.18,4.06,5.44,4.54,5.02,4.82,4.12,4.7,4.48,4.62,7.14,4.32,4.58,5.08,4.66,4.84,4.84,12.06,14.04,21.2,26.68,23.06,29.54,30.42,43.64,24.48,52.02,60.98,71.16,60.74,68.82,64.6,48.68,69.94,58.56,56.34,67.62,53.86,47.68,35.7,28.76,29.66,21.94,39.14,40.26,14.86,19.06,20.74,20.4,20.46,42.88,48.3,49.32,49.78,44.38,51.96,62.78,66.38,59.6,64.94,59.82,36.62,30.9,34.54,38.58,48.34,30.44,31.16,32.32,32.96,30.94,25.66,32.76,21.54,32.7,23.9,26.46,25.7,30.62,19.12,15.18,19.7,19.46,17.96,11.08,12.12,9.16,0,12,99,22.2,19.2,25.5
10.24,12.0,8.36,7.82,5.02,7.74,8.78,12.48,5.68,7.76,5.46,5.62,4.82,5.88,6.02,5.02,4.96,4.88,12.76,5.6,4.88,5.44,6.82,5.16,5.34,11.42,4.82,8.64,17.2,14.28,22.28,26.1,41.44,34.86,31.82,45.68,48.76,67.82,76.36,53.52,51.18,50.72,56.2,56.02,64.64,60.26,55.48,47.56,40.86,29.7,25.5,26.28,26.78,35.66,21.56,22.7,11.54,13.96,17.08,43.76,43.86,43.34,45.02,52.08,54.34,61.66,74.34,67.7,56.94,53.44,45.52,49.32,29.98,27.26,18.5,18.86,22.2,26.4,31.74,32.66,29.02,28.8,26.28,29.68,32.68,25.5,22.54,19.72,19.3,19.72,17.34,14.42,13.92,12.64,9.08,6.34,1,12,100,19.1,16.5,22.8
6.48,6.8,6.74,6.98,4.96,4.7,12.08,3.82,4.3,4.62,5.2,5.2,3.84,7.28,4.88,5.08,4.06,3.86,5.3,4.24,4.24,4.32,4.46,4.7,4.42,4.48,21.04,21.34,16.26,28.76,21.16,19.74,13.02,53.1,29.02,43.88,68.64,76.84,54.2,68.44,68.06,81.16,64.6,64.44,55.36,59.42,60.36,48.16,38.38,24.44,27.68,28.3,39.54,32.78,11.52,12.84,21.72,13.5,16.84,40.16,47.5,42.78,50.9,59.0,68.3,68.44,65.36,59.38,63.62,55.7,31.58,43.64,44.9,32.48,41.04,28.48,25.26,31.3,36.02,28.3,30.62,23.94,31.48,24.52,26.22,29.1,29.98,29.08,26.2,19.74,23.34,20.2,19.02,8.7,11.62,9.82,2,12,101,18.1,16.9,19.8
8.46,9.2,8.14,13.64,4.36,3.84,3.9,4.18,3.82,4.36,10.7,4.02,6.22,6.62,4.24,3.66,4.08,4.06,4.14,4.08,4.24,4.54,3.94,4.02,3.6,4.54,5.06,14.68,17.14,26.6,24.04,27.68,26.16,53.28,32.08,56.32,68.34,74.28,48.96,65.1,45.14,52.98,64.96,64.04,52.22,57.14,59.58,50.04,46.86,29.8,28.08,26.12,27.46,35.52,9.46,9.7,11.74,25.12,37.18,54.26,48.78,49.18,47.14,54.8,51.64,71.64,71.26,60.18,61.08,53.64,34.66,37.74,49.96,55.5,30.16,22.68,23.18,30.82,28.84,25.22,36.06,31.8,25.46,28.72,20.18,19.44,25.62,29.88,25.62,23.0,17.58,13.58,13.9,11.64,10.78,10.32,3,12,102,16.4,14.4,18.4
7.66,6.06,8.14,6.18,4.72,4.12,4.26,3.86,7.56,8.9,4.36,3.76,5.18,4.22,4.38,3.74,4.6,3.74,4.08,11.42,4.52,7.02,4.36,3.5,4.8,4.56,6.68,7.22,22.0,30.64,32.68,34.82,34.66,43.2,44.24,66.86,69.12,57.66,57.38,77.48,50.96,90.08,79.92,51.38,55.1,53.96,60.6,50.54,44.36,22.24,29.3,24.7,29.94,21.92,24.46,14.7,24.76,15.98,37.56,40.34,46.98,43.3,50.2,47.78,55.46,56.68,59.42,64.66,61.16,44.84,30.04,41.3,30.56,23.94,21.1,21.06,20.48,19.7,18.0,17.04,17.28,20.12,20.64,15.9,19.98,23.6,19.6,16.48,10.56,13.04,11.16,8.7,15.32,11.34,10.36,10.22,4,12,103,17.3,13.7,19.4
10.92,11.14,7.96,7.52,5.46,5.66,4.42,4.66,5.54,4.72,4.76,5.56,5.3,4.78,5.3,4.94,6.04,6.76,6.76,4.94,5.16,4.16,4.52,4.04,4.12,4.36,4.48,7.22,6.82,4.04,7.08,3.94,3.66,3.78,3.72,6.42,6.76,7.82,6.08,8.86,8.84,6.78,5.94,5.94,7.32,7.74,6.5,6.84,4.94,4.9,5.56,4.72,6.62,9.68,4.78,6.52,5.4,4.7,4.58,4.56,7.22,6.94,4.36,9.92,7.02,5.56,4.78,5.2,6.46,5.74,6.46,9.26,8.26,8.62,12.98,12.7,13.8,15.3,19.14,18.48,20.92,21.14,19.08,17.48,12.3,12.56,16.2,15.12,16.08,12.54,10.4,10.78,11.72,18.86,18.1,15.86,5,12,104,17.7,16.1,19.3
16.8,11.46,10.82,7.66,5.1,5.1,5.06,4.6,4.7,4.64,4.46,5.2,4.98,4.92,4.46,4.24,4.32,4.46,4.9,4.26,5.32,4.74,5.2,5.04,4.34,4.62,4.56,5.02,5.46,4.0,3.78,6.76,4.68,5.64,4.94,4.68,5.32,6.2,5.66,8.94,8.94,9.5,9.28,7.02,7.32,9.8,11.16,8.36,8.74,7.34,7.84,7.42,6.2,8.02,6.44,7.82,7.42,5.96,5.3,9.36,7.52,10.38,8.36,6.04,6.6,5.64,6.02,7.74,13.88,13.06,14.24,13.06,13.54,16.32,19.22,18.12,20.72,24.4,28.66,26.0,17.62,19.36,17.66,23.9,23.12,25.52,26.38,21.88,13.74,17.6,20.26,19.54,17.88,17.96,8.94,8.18,6,12,105,15.1,14.4,16.6
6.16,5.96,7.92,8.66,3.96,6.02,5.74,4.16,3.86,3.86,3.84,3.9,3.6,3.56,3.76,4.02,3.94,4.04,3.14,3.56,3.58,3.68,3.52,3.68,3.18,3.68,3.94,12.9,19.66,22.42,27.24,24.4,21.96,48.1,55.0,43.4,65.16,71.48,59.04,74.9,66.7,61.66,71.66,56.62,53.78,61.3,52.2,59.82,39.94,29.06,28.92,34.1,29.1,28.94,16.34,24.08,18.06,13.56,19.34,37.52,56.58,51.8,49.3,48.26,64.14,56.5,64.64,69.42,64.86,53.16,34.98,42.54,38.42,42.14,35.26,30.24,26.68,39.36,33.7,30.24,47.94,33.86,35.58,39.06,34.82,29.66,28.12,26.02,38.18,24.56,28.78,22.5,19.92,15.2,32.2,22.62,0,12,106,11.6,10.3,14.7
27.92,11.18,17.38,11.02,18.42,5.72,5.62,4.76,7.16,6.6,6.32,6.66,5.48,5.18,4.32,4.7,4.3,4.96,5.08,4.22,5.28,4.24,4.06,4.24,4.32,4.44,8.36,10.68,14.86,19.04,17.88,26.7,25.7,46.94,48.62,50.6,50.84,68.86,71.62,58.06,69.0,59.94,70.06,61.7,55.72,58.34,56.08,47.54,50.58,33.1,29.92,39.26,35.62,21.26,21.0,14.56,24.74,16.08,17.26,67.44,46.22,50.18,47.46,47.86,56.12,67.34,92.1,84.2,60.82,51.24,40.7,31.96,30.92,25.72,21.88,16.8,13.88,14.84,12.6,10.2,9.66,11.3,12.18,11.9,17.74,20.42,25.22,32.26,31.24,22.78,23.64,18.1,19.34,14.2,12.12,11.68,1,12,107,10.5,9.8,11.2
6.66,12.98,9.56,6.22,6.46,4.36,4.94,10.84,4.96,4.26,13.6,6.06,7.56,4.3,4.6,4.32,4.5,3.9,3.82,4.18,4.74,4.76,4.4,3.86,6.5,10.24,19.38,20.06,16.58,22.16,34.72,22.68,30.72,50.1,34.68,46.22,68.88,71.48,71.28,76.28,68.72,45.28,62.0,64.06,49.54,65.34,52.94,57.32,44.34,30.94,24.88,43.24,35.34,30.06,38.86,27.12,27.98,36.66,13.72,43.54,49.44,49.76,44.58,49.76,50.62,67.62,70.06,52.8,64.5,52.02,33.14,43.22,26.86,54.94,32.7,26.66,26.08,29.38,30.36,31.42,28.58,24.58,29.28,28.8,28.92,26.42,26.6,29.44,28.22,24.1,18.22,20.34,16.4,13.94,11.28,12.84,2,12,108,10.0,8.5,12.2
15.46,8.64,6.18,6.82,4.46,10.52,3.8,5.12,10.7,7.2,3.72,3.72,3.72,3.96,3.94,4.44,3.7,3.78,3.76,4.06,5.12,7.46,4.66,4.28,4.0,4.04,5.5,9.78,19.7,29.24,25.2,30.96,43.76,47.42,42.06,64.74,60.88,62.12,65.5,73.98,73.96,47.9,50.02,51.64,49.1,54.24,50.96,54.96,44.44,27.42,28.24,30.12,16.46,34.78,32.74,25.2,11.88,13.88,17.44,36.14,45.82,50.36,52.08,53.14,59.42,71.92,78.72,55.58,54.96,50.7,37.34,36.34,46.66,38.52,40.28,27.32,30.22,30.0,30.64,32.04,32.14,35.54,35.38,33.34,32.76,31.82,33.54,27.54,24.6,15.32,19.48,16.4,17.8,18.9,16.5,16.46,3,12,109,10.5,6.6,14.6
9.2,8.96,9.16,8.48,8.14,6.98,6.64,6.46,5.22,4.52,7.04,3.94,5.24,4.42,11.7,4.02,3.8,4.44,4.94,5.12,4.32,3.74,3.74,4.26,13.68,4.44,4.94,12.82,19.64,27.72,21.94,28.56,28.54,42.06,37.32,51.22,69.9,62.16,35.02,57.32,56.64,62.46,45.74,52.38,52.02,57.18,51.32,50.06,40.02,28.68,24.58,41.54,30.74,28.76,12.42,20.22,10.24,25.92,16.66,38.68,50.9,49.22,42.0,50.5,50.82,58.9,64.86,52.32,48.74,41.08,38.54,40.96,25.02,24.8,22.96,20.98,20.24,26.26,24.28,21.4,20.76,19.98,16.82,16.46,21.58,20.08,20.74,14.46,18.32,16.56,19.02,20.68,15.62,13.7,11.14,8.62,4,12,110,12.8,9.1,16.5
7.06,9.34,9.48,9.88,8.46,6.54,6.9,8.52,8.18,3.9,5.16,3.98,6.06,3.78,3.76,4.54,3.96,4.02,4.36,3.82,3.7,3.84,3.84,5.76,4.24,4.6,4.1,5.26,3.98,4.34,4.66,7.34,9.56,7.46,6.4,10.1,8.72,10.08,6.36,7.98,11.32,9.22,5.14,5.36,5.52,7.3,9.6,8.94,15.0,10.14,9.36,7.82,11.6,6.84,5.06,5.2,4.72,7.02,6.38,4.24,5.54,4.18,6.18,6.3,5.7,7.24,7.14,9.44,5.94,6.32,5.4,6.68,10.7,13.86,15.6,12.86,18.52,20.68,14.98,17.3,18.14,19.78,23.66,14.34,10.38,11.24,13.72,12.84,13.24,15.8,13.1,12.98,11.3,13.16,15.5,11.28,5,12,111,13.4,11.8,15.5
12.62,15.28,12.32,9.34,14.08,4.08,4.46,5.42,4.64,5.1,3.92,7.06,4.7,4.1,5.04,4.28,4.36,5.38,4.4,6.1,5.88,4.38,4.68,4.54,4.64,4.68,3.82,4.86,6.64,5.6,3.94,3.94,3.92,3.26,4.1,3.9,5.88,5.72,7.96,4.9,9.94,11.98,7.74,5.14,7.9,7.9,5.44,5.8,6.38,9.02,5.28,4.1,7.1,7.86,10.54,8.22,7.32,5.2,5.38,4.36,4.46,6.36,8.9,9.7,6.72,6.24,7.88,6.7,9.1,12.42,17.36,14.84,15.66,13.64,17.58,18.2,20.5,24.84,16.26,17.62,19.78,25.6,25.78,24.18,26.46,25.1,25.72,29.84,29.88,27.52,18.38,15.42,14.48,11.5,9.88,12.54,6,12,112,12.0,8.7,16.6
11.1,9.2,5.56,8.1,8.0,5.96,10.48,7.7,5.8,3.6,3.32,3.32,3.32,3.32,3.52,3.52,3.3,3.3,4.32,3.7,3.68,3.28,5.44,3.74,4.38,4.34,10.84,15.3,21.14,18.94,27.06,37.34,41.1,37.04,24.4,51.7,72.1,74.34,72.96,71.28,60.56,57.28,54.96,50.48,44.36,58.36,59.92,50.48,45.98,22.58,24.06,35.2,39.74,35.72,12.46,28.32,30.74,14.52,27.16,34.7,49.5,52.1,53.92,50.48,59.56,53.18,61.8,67.2,55.76,46.24,40.72,48.22,33.8,48.66,33.46,26.14,28.74,29.02,29.94,29.22,29.3,40.12,30.98,33.7,30.8,34.06,25.9,37.16,31.12,15.84,21.46,11.14,21.28,27.88,12.7,12.58,0,12,113,13.7,9.7,18.4
12.7,14.3,14.8,9.06,5.18,4.2,6.0,6.42,5.68,6.0,6.2,6.38,4.72,4.24,3.94,4.28,4.98,4.32,4.06,4.54,10.26,3.94,6.88,4.5,3.64,4.08,3.86,6.38,12.3,27.14,27.24,22.38,32.84,44.98,27.26,42.66,64.06,64.28,70.62,61.82,46.32,47.36,51.62,57.9,46.72,57.52,56.32,54.02,43.1,21.24,22.04,24.42,28.2,33.74,23.98,10.0,23.8,24.32,14.16,49.06,40.58,43.28,42.6,43.32,49.7,69.48,67.84,57.82,67.66,54.18,46.38,48.0,40.2,60.2,34.04,23.48,23.48,26.1,25.28,26.52,24.2,21.5,20.78,20.26,22.2,27.34,29.3,22.96,23.24,22.16,17.84,17.88,15.12,14.0,13.82,12.4,1,12,114,14.2,10.1,18.6
11.18,8.04,6.9,6.22,4.74,6.82,5.88,6.0,10.72,4.14,3.68,4.24,4.1,4.74,3.68,6.32,3.66,4.38,4.08,4.9,4.38,4.36,6.24,5.96,3.98,5.78,17.9,13.14,24.16,22.66,21.48,14.56,12.7,41.04,22.64,42.48,67.7,72.42,61.82,65.42,66.7,53.3,47.62,49.34,53.66,54.42,54.22,53.12,41.82,23.1,25.28,21.66,24.98,28.56,13.86,11.22,35.28,13.9,34.26,45.9,51.12,50.16,54.78,49.42,66.12,68.6,62.88,52.9,61.8,57.04,33.18,35.72,45.86,33.02,33.06,25.92,22.18,22.72,26.3,29.98,25.38,27.14,27.34,27.4,21.06,23.7,28.8,24.26,18.32,17.34,15.8,17.26,18.16,16.02,11.88,6.54,2,12,115,14.1,10.8,18.7
6.92,7.0,6.78,9.28,8.02,6.58,6.1,4.22,4.46,4.78,3.82,4.28,4.52,4.78,3.9,4.26,6.82,5.94,4.06,4.34,4.04,4.48,4.3,4.34,4.32,4.7,8.54,13.84,25.12,25.02,31.72,25.34,30.26,37.8,36.02,53.7,73.1,72.3,55.1,73.82,51.8,58.1,64.32,48.5,65.48,59.62,55.8,47.28,44.1,22.26,46.22,27.4,25.08,38.68,21.56,12.96,20.08,15.6,29.78,38.86,47.48,41.68,41.86,56.58,60.96,76.06,77.06,66.22,70.02,56.08,38.2,35.96,44.22,35.5,32.22,31.06,26.8,26.48,28.04,30.08,37.28,28.86,25.84,31.52,29.84,32.74,34.26,29.16,30.38,27.32,24.72,26.82,21.22,15.66,11.1,10.9,3,12,116,13.8,10.0,17.4
7.12,10.24,10.74,15.28,8.92,9.92,11.78,12.96,9.12,5.66,7.96,7.06,6.14,6.14,6.22,4.72,4.24,4.48,4.1,4.08,11.1,5.28,4.7,4.22,4.28,5.84,5.2,15.24,18.02,24.0,26.96,21.26,44.98,45.68,25.98,52.7,67.98,63.82,55.0,64.8,35.16,62.84,51.82,59.58,45.48,56.18,52.32,46.72,48.24,22.32,36.02,26.78,28.58,12.9,21.86,25.8,16.7,33.16,37.96,41.02,39.32,45.04,42.22,53.94,52.36,47.32,70.2,64.64,62.58,56.7,45.42,41.3,41.74,41.48,22.54,22.96,22.34,18.24,19.52,19.88,21.5,21.76,17.02,14.24,12.38,11.28,12.36,16.76,15.94,27.74,19.08,17.64,14.86,13.16,15.48,13.74,4,12,117,12.3,9.4,15.3
11.32,10.64,11.26,11.24,9.32,6.4,6.84,3.94,4.24,3.68,4.3,3.96,7.48,4.08,3.7,3.8,3.78,4.0,3.84,4.08,3.72,4.06,3.88,9.18,7.08,4.0,3.82,4.16,3.04,3.32,4.64,3.92,5.7,6.26,6.78,7.76,13.88,7.86,10.14,11.04,10.84,13.38,8.36,10.2,9.8,13.82,10.58,8.34,11.06,7.9,9.78,7.82,5.28,7.44,9.32,9.52,8.12,6.76,4.34,3.84,4.3,5.52,8.38,11.14,3.92,4.14,6.68,8.52,6.04,15.1,11.64,13.14,14.66,14.92,14.34,13.14,13.82,13.64,13.16,13.16,16.28,15.86,16.1,14.0,14.6,16.54,16.26,13.22,13.58,21.14,12.6,13.16,10.48,17.3,15.34,11.8,5,12,118,10.3,7.2,14.2
11.42,12.98,15.5,13.8,6.88,4.72,3.84,3.84,6.34,6.1,7.18,3.84,4.52,3.84,4.52,4.48,3.96,4.28,5.84,3.82,3.76,7.22,10.84,4.0,4.34,5.88,6.9,4.12,4.88,4.14,3.3,3.68,5.7,8.58,9.82,8.54,10.88,7.66,7.46,10.16,7.3,8.76,10.66,6.9,6.78,12.4,9.12,8.86,7.36,6.24,4.84,13.64,5.02,10.48,6.74,5.7,6.72,4.58,4.9,4.62,10.14,6.12,6.7,6.54,10.44,10.82,11.06,11.24,11.74,17.72,15.24,25.56,20.04,21.2,14.18,17.98,17.84,14.3,14.48,13.14,15.98,26.48,19.96,21.26,21.06,24.9,24.48,16.4,22.36,24.12,22.96,22.58,21.72,18.56,20.06,11.16,6,12,119,11.2,7.7,16.2
10.54,12.7,13.78,9.72,5.66,8.02,3.54,4.74,3.76,4.08,3.62,10.68,3.54,4.28,3.98,4.22,3.72,3.54,4.02,4.02,4.08,3.58,3.58,3.98,3.52,3.92,5.2,11.76,21.86,21.82,27.42,25.0,29.72,40.76,20.68,37.68,49.46,70.84,77.04,61.3,56.96,58.98,67.44,62.54,45.92,48.3,44.32,50.12,38.68,23.18,27.02,32.5,38.58,26.9,12.8,22.84,16.22,28.8,31.12,44.7,43.22,45.64,49.04,51.06,79.34,58.84,69.18,71.56,64.94,45.82,35.96,36.56,48.18,34.58,27.66,35.3,34.68,31.88,31.52,30.44,28.94,35.64,32.54,31.18,30.04,25.76,28.32,31.7,28.48,28.2,18.64,15.9,17.06,17.32,15.96,13.52,0,12,120,13.1,9.1,18.0
11.2,11.04,13.74,8.4,6.12,4.62,4.04,3.86,5.1,3.78,4.04,4.44,5.22,3.76,4.2,3.76,4.02,4.06,6.3,12.72,3.96,4.48,10.66,4.18,3.96,5.52,4.62,10.3,20.26,24.4,18.58,21.96,49.72,35.04,34.22,43.86,64.56,57.58,36.86,47.06,39.6,64.42,47.32,58.6,41.9,52.78,52.22,45.88,45.62,22.2,29.5,36.56,25.5,35.7,11.56,10.56,26.1,27.02,19.78,44.78,39.88,40.18,50.66,52.62,54.62,65.04,61.72,53.48,53.24,45.06,44.1,46.22,32.32,33.92,35.52,29.64,26.34,26.72,25.5,20.52,21.24,20.08,19.62,21.5,21.16,22.86,13.52,14.34,13.22,19.16,13.4,11.06,7.86,11.36,10.38,10.9,1,12,121,14.7,10.8,20.2
11.012633955605942,10.233153897696837,9.86351471101938,8.86328240062957,8.120092676309824,6.966717575033057,6.642490558050795,6.523947726418781,6.622744731770254,6.282220411695759,6.458444335474996,6.234087746371165,6.165310783653017,6.00505966325338,6.248715770012359,5.792832714838077,5.978356062642082,5.798374418735527,6.194384611592879,5.970864654507307,6.122182965043621,6.069895348081458,5.978438932026111,6.193464665524203,6.1524377575622715,6.0288247699793835,8.891481099841023,12.693840937279592,16.383897366093944,18.11152180231808,18.018706456886264,18.601464497388584,29.701319498116465,33.34393705592994,27.99351587373399,45.977645619057434,53.08625915530624,55.15931033580571,55.10853455523234,54.30017341399996,50.60213120779672,49.22345492657148,49.799853042643036,48.667694208419164,46.695237276976144,50.52184689714103,50.03866389370152,47.09396196066156,43.743812186987725,33.43610873387244,32.06291008793002,34.32227458023455,34.37868009546118,33.36364542239775,26.121475031484508,25.116816621120297,24.717672610476974,26.644646300418867,29.202997687902286,38.586294994363314,41.86582361777175,43.10948789323602,44.98866574431982,47.709312831754644,51.73468777964997,55.041541600331676,57.174625933790836,51.17758495930554,47.38442878740537,41.3935511956081,30.361368751374375,31.82104718666555,30.33761539475484,29.233474580325847,25.72018171323419,22.466141009269695,21.78834988887968,23.288345857020595,22.97547993298442,23.184018101166,23.230507008491415,23.450298440892734,22.83019621797245,22.16367461739772,22.25296516840529,22.49741682521606,22.580454577204726,22.45829870361489,21.719026290360002,20.042329848028906,18.530636055207047,17.22126496542751,16.282589212017832,14.83589762084408,13.661857578281046,12.129612563527221,2,1,122,15.2,11.0,21.9
10.48,11.16,11.02,9.84,9.96,5.26,3.18,3.42,3.82,3.56,4.82,3.3,3.78,3.92,3.82,3.1,3.08,3.08,4.06,3.74,3.34,3.12,3.14,7.8,5.22,4.0,4.18,14.38,20.96,25.32,18.64,21.76,48.44,38.78,33.98,61.6,59.52,55.72,67.34,55.24,67.96,60.26,47.72,49.66,48.48,55.76,55.48,48.02,47.2,37.14,29.26,35.98,37.0,30.86,17.36,16.04,12.5,12.2,39.42,39.56,41.28,40.18,46.98,51.76,58.98,54.16,72.4,66.44,49.06,55.6,28.84,34.78,48.42,37.58,34.78,27.52,24.4,31.88,28.5,26.74,30.52,32.0,32.46,25.38,32.24,35.56,30.86,32.44,31.1,27.1,22.08,21.84,21.5,12.36,9.2,10.48,3,1,123,16.5,12.0,22.1
11.7,7.04,6.54,6.12,5.86,4.3,3.9,3.5,4.54,6.7,3.52,4.04,3.3,4.14,4.44,3.6,3.52,5.34,5.82,4.06,3.94,11.14,4.2,3.38,3.52,3.58,4.28,14.36,19.8,19.86,16.22,17.98,27.56,45.4,29.84,64.86,62.96,47.76,59.7,54.68,39.54,52.74,55.08,43.24,52.58,47.68,54.9,53.44,45.8,28.66,29.04,33.36,23.54,22.62,9.08,11.34,22.66,32.1,30.72,42.88,43.68,49.1,42.18,48.86,47.34,58.34,62.76,55.2,61.52,40.02,26.26,38.18,29.54,30.336412802348327,27.062626532425288,23.36516739163371,23.94,23.5,23.791151109435443,17.72,19.06,19.32,18.76,19.66,18.0,19.18,17.74,15.76,17.7,14.22,15.48,16.96,14.02,19.46,15.54,12.36062696679328,4,1,124,19.5,15.9,24.5
10.96,10.22,7.96,7.64,3.94,4.1,3.28,4.08,3.66,3.24,3.92,3.5,4.02,3.66,5.5,5.68,3.42,7.18,5.8,3.6,3.8,3.1,3.26,8.78,4.62,3.58,4.68,3.52,4.08,3.5,3.66,6.98,5.08,7.08,6.78,8.52,8.7,9.88,12.26,7.34,5.56,9.26,5.94,5.74,8.7,9.3,10.06,8.46,8.88,8.08,7.42,8.52,9.26,5.7,4.76,5.86,5.26,7.62,7.36,6.4,6.2,6.74,7.68,7.26,7.0,6.82,7.9,8.02,8.58,7.82,9.24,6.36,7.32,7.84,13.62,13.94,16.5,17.98,21.9,21.84,20.6,15.94,14.56,14.4,13.34,16.18,17.6,14.78,15.6,13.88,13.56,13.4,10.58,12.14,17.84,13.32,5,1,125,18.7,15.8,21.6
7.14,7.94,7.76,7.76,7.76,3.78,3.86,3.38,3.1,3.64,3.34,3.32,3.48,3.06,3.12,3.62,4.0,3.68,3.12,3.88,3.52,3.22,3.68,3.02,6.58,3.28,6.34,5.28,3.56,2.92,2.82,5.88,9.52,8.16,9.26,10.5,8.34,9.82,6.12,4.38,3.98,5.2,6.98,5.38,6.06,7.08,9.44,7.82,6.96,8.24,11.12,6.28,6.7,6.54,5.72,7.24,4.24,6.78,4.54,5.14,4.52,4.16,6.56,4.58,5.92,5.46,4.84,6.38,6.94,11.92,14.32,13.98,16.98,16.8,15.98,22.62,19.8,25.38,21.58,25.24,21.36,23.12,27.64,22.88,24.12,25.16,24.5,23.96,23.92,25.28,17.42,14.74,14.58,11.0,11.34,7.0,6,1,126,16.1,13.3,20.0
